,"ECG__fft_coefficient__attr_""abs""__coeff_0","ECG__fft_aggregated__aggtype_""skew""","ECG__fft_aggregated__aggtype_""kurtosis""","ECG__change_quantiles__f_agg_""mean""__isabs_True__qh_0.6__ql_0.4","ECG__change_quantiles__f_agg_""var""__isabs_False__qh_0.6__ql_0.4","ECG__change_quantiles__f_agg_""var""__isabs_False__qh_0.8__ql_0.2","ECG__change_quantiles__f_agg_""mean""__isabs_True__qh_0.8__ql_0.2","ECG__change_quantiles__f_agg_""var""__isabs_True__qh_0.8__ql_0.2","ECG__change_quantiles__f_agg_""mean""__isabs_True__qh_0.6__ql_0.2","ECG__change_quantiles__f_agg_""var""__isabs_True__qh_0.6__ql_0.4","ECG__fft_coefficient__attr_""abs""__coeff_38","ECG__fft_aggregated__aggtype_""variance""","ECG__change_quantiles__f_agg_""mean""__isabs_True__qh_0.8__ql_0.4","ECG__fft_coefficient__attr_""abs""__coeff_34","ECG__change_quantiles__f_agg_""var""__isabs_False__qh_0.8__ql_0.4","ECG__change_quantiles__f_agg_""var""__isabs_False__qh_0.6__ql_0.2","ECG__change_quantiles__f_agg_""var""__isabs_True__qh_0.8__ql_0.4","ECG__fft_coefficient__attr_""abs""__coeff_49","ECG__fft_coefficient__attr_""abs""__coeff_39","ECG__change_quantiles__f_agg_""var""__isabs_True__qh_0.6__ql_0.2","ECG__change_quantiles__f_agg_""mean""__isabs_True__qh_0.4__ql_0.2","ECG__fft_coefficient__attr_""abs""__coeff_45","ECG__fft_coefficient__attr_""abs""__coeff_33","ECG__fft_coefficient__attr_""abs""__coeff_40","ECG__fft_coefficient__attr_""abs""__coeff_35","ECG__change_quantiles__f_agg_""var""__isabs_False__qh_0.4__ql_0.2","ECG__fft_coefficient__attr_""abs""__coeff_32","ECG__fft_coefficient__attr_""abs""__coeff_43","ECG__fft_coefficient__attr_""abs""__coeff_42",ECG__quantile__q_0.3,"ECG__fft_coefficient__attr_""abs""__coeff_31","ECG__fft_coefficient__attr_""abs""__coeff_26","ECG__fft_coefficient__attr_""abs""__coeff_46","ECG__fft_coefficient__attr_""abs""__coeff_36","ECG__change_quantiles__f_agg_""var""__isabs_True__qh_0.4__ql_0.2","ECG__change_quantiles__f_agg_""mean""__isabs_True__qh_0.8__ql_0.6","ECG__fft_coefficient__attr_""abs""__coeff_90","ECG__fft_coefficient__attr_""abs""__coeff_27","ECG__change_quantiles__f_agg_""mean""__isabs_True__qh_1.0__ql_0.2","ECG__change_quantiles__f_agg_""var""__isabs_False__qh_0.8__ql_0.6","ECG__fft_coefficient__attr_""abs""__coeff_44","ECG__fft_coefficient__attr_""abs""__coeff_29","ECG__fft_coefficient__attr_""abs""__coeff_28","ECG__fft_coefficient__attr_""abs""__coeff_81","ECG__fft_coefficient__attr_""abs""__coeff_30",ECG__range_count__max_1__min_-1,"ECG__fft_coefficient__attr_""abs""__coeff_41","ECG__change_quantiles__f_agg_""var""__isabs_True__qh_0.8__ql_0.6","ECG__change_quantiles__f_agg_""mean""__isabs_True__qh_1.0__ql_0.4","ECG__fft_coefficient__attr_""abs""__coeff_85","ECG__fft_coefficient__attr_""abs""__coeff_96",ECG__quantile__q_0.2,"ECG__fft_coefficient__attr_""abs""__coeff_50","ECG__fft_coefficient__attr_""abs""__coeff_21","ECG__fft_coefficient__attr_""abs""__coeff_79","ECG__fft_coefficient__attr_""abs""__coeff_86","ECG__fft_coefficient__attr_""abs""__coeff_37","ECG__change_quantiles__f_agg_""mean""__isabs_True__qh_1.0__ql_0.6","ECG__fft_coefficient__attr_""abs""__coeff_87","ECG__fft_coefficient__attr_""abs""__coeff_83",ECG__absolute_sum_of_changes,ECG__mean_abs_change,"ECG__change_quantiles__f_agg_""mean""__isabs_True__qh_1.0__ql_0.0","ECG__fft_coefficient__attr_""abs""__coeff_92","ECG__fft_coefficient__attr_""abs""__coeff_17","ECG__fft_coefficient__attr_""abs""__coeff_23","ECG__fft_coefficient__attr_""abs""__coeff_52","ECG__fft_coefficient__attr_""abs""__coeff_98","ECG__fft_coefficient__attr_""abs""__coeff_89","ECG__fft_coefficient__attr_""abs""__coeff_16","ECG__fft_coefficient__attr_""abs""__coeff_25","ECG__change_quantiles__f_agg_""mean""__isabs_False__qh_0.8__ql_0.6","ECG__fft_coefficient__attr_""abs""__coeff_24","ECG__fft_coefficient__attr_""abs""__coeff_22","ECG__fft_coefficient__attr_""abs""__coeff_13","ECG__fft_coefficient__attr_""abs""__coeff_91","ECG__agg_linear_trend__attr_""intercept""__chunk_len_10__f_agg_""max""","ECG__agg_linear_trend__attr_""intercept""__chunk_len_5__f_agg_""min""","ECG__agg_linear_trend__attr_""intercept""__chunk_len_5__f_agg_""max""","ECG__agg_linear_trend__attr_""intercept""__chunk_len_50__f_agg_""max""","ECG__fft_coefficient__attr_""abs""__coeff_82","ECG__fft_coefficient__attr_""abs""__coeff_47","ECG__agg_linear_trend__attr_""intercept""__chunk_len_10__f_agg_""min""","ECG__fft_coefficient__attr_""abs""__coeff_53","ECG__fft_coefficient__attr_""abs""__coeff_97","ECG__fft_coefficient__attr_""abs""__coeff_15","ECG__fft_coefficient__attr_""abs""__coeff_19","ECG__fft_coefficient__attr_""abs""__coeff_71","ECG__agg_linear_trend__attr_""stderr""__chunk_len_50__f_agg_""mean""","ECG__change_quantiles__f_agg_""var""__isabs_False__qh_1.0__ql_0.2","ECG__fft_coefficient__attr_""abs""__coeff_48","ECG__cwt_coefficients__coeff_4__w_5__widths_(2, 5, 10, 20)","ECG__fft_coefficient__attr_""abs""__coeff_93","ECG__change_quantiles__f_agg_""mean""__isabs_True__qh_1.0__ql_0.8","ECG__fft_coefficient__attr_""real""__coeff_0",ECG__sum_values,ECG__mean,"ECG__change_quantiles__f_agg_""var""__isabs_False__qh_1.0__ql_0.4","ECG__fft_coefficient__attr_""abs""__coeff_20","ECG__fft_coefficient__attr_""abs""__coeff_78",ECG__lempel_ziv_complexity__bins_100,"ECG__cwt_coefficients__coeff_3__w_5__widths_(2, 5, 10, 20)",ECG__quantile__q_0.4,"ECG__fft_coefficient__attr_""abs""__coeff_11","ECG__change_quantiles__f_agg_""var""__isabs_True__qh_1.0__ql_0.2","ECG__fft_coefficient__attr_""abs""__coeff_73","ECG__fft_coefficient__attr_""abs""__coeff_84"
9t6n_Breathing,82022.87757995939,2.7876788076656114,47.3986195722422,53.9009854804751,4530.483599262885,8097.448830557892,70.81274732533284,3092.5806658856195,66.96128156899582,1642.487082331733,123044.77157494485,594708.1337711415,67.26364774234386,19654.60488632025,7304.60677415086,7208.387272225853,2793.2487678157904,73210.56983293672,73893.03290168341,2735.682205888763,59.52353957336977,42671.27930395491,60598.41968554053,17974.93983038351,73301.80985744295,5601.355683269547,59342.560660310686,94293.5982018856,72538.67985639017,-402.6600784444952,58447.527070551005,30250.81180090821,93502.08832973099,12247.12845487673,2079.6867250093374,61.30891035730291,358924.3844340201,47646.55885047292,110.49983413875245,6042.979843432412,44517.22909654851,16699.495083371057,65544.07871255497,1483417.0163950694,23091.652181565587,49.0,60824.127651943425,2300.9122403729384,121.56159437780427,417548.7623494905,136887.3692124466,-564.8302004936606,112700.31981648762,42813.44949749765,1607955.3015758276,746505.5772941244,71920.19191725098,147.41339935587177,1002469.4051776843,371321.0940596688,3457520.781362666,115.25453452990652,115.25453452990652,345498.5289004042,12447.80932408275,7667.524040642342,99525.2612406947,197979.83833513357,313042.3630378642,23923.604054127634,52636.65199276346,4.0883842945998765,46647.72580569098,16143.485484353245,11372.26716440917,150925.67764380295,415.82424942690557,-220.6958424449149,219.06821547445068,1412.8649346569814,1722715.70471063,104615.81672915303,-409.8625584602226,31539.9707898417,54556.35785252573,23994.769736701463,15455.17622313143,1276702.2497045822,0.11615487355955494,48963.87128588401,82934.43374436711,163.74474268849153,94438.05065464533,216.38215065881528,-82022.87757995939,-82022.87757995934,-2.734095919331978,61332.18996044938,48704.48514609366,429968.79169133614,0.19216666666666668,186.49906473684047,-277.48401185638346,25856.436945684614,36757.64135375636,644889.4112393494,531513.9737446
9t6n_Counting1,2.7830537874251604e-10,3.119162956233678,49.78093702272891,22.11201209137872,851.2223709235346,2543.9522730867625,35.419894178299124,1297.8386456336068,33.15876656120495,364.0104500523448,92564.22415654467,601349.1291039477,31.581798474686885,184364.50002774797,1934.3259196881113,2330.302004294555,944.0589199714497,143589.1008289621,54669.69000910933,1235.9616294814039,36.567738319719666,112973.88649028426,116696.28640038816,142222.7910732957,87999.31968776963,2584.1755061762583,26735.769476866102,119264.6461893527,102983.70977312491,-358.1956501490936,88580.57321405724,90255.28272852604,178932.88877892107,142239.5308550054,1253.8054031752679,34.350188353572506,1599800.3210214605,32535.186592498507,82.78984382079659,2257.461049001703,206095.58545197433,74917.76575530028,107827.4337864972,2815762.7240360943,77991.0273467888,50.0,166730.25746688462,1089.752229879418,95.39131876609011,1203024.2396297576,484854.0252881741,-573.745806615235,196626.12907259044,100947.1670367607,608858.0453623903,1592407.4766311045,174244.15513072856,130.17664871004294,446743.40053779655,1669568.4947524793,2652855.410899668,88.431461412036,88.431461412036,1275963.5861561187,88401.50842495947,62866.725459583286,254745.59627693912,156052.88703771846,1877499.6501580644,107760.71021885573,60010.085657192576,3.496658519733238,87808.64863869632,61760.63222892837,68526.32425308839,840508.6119342269,309.5469646412334,-148.9193612606521,163.62208753964882,1321.4439933938918,1780783.6253224157,168847.810248082,-295.5186147512213,99992.29814260048,811355.850578377,73127.65640550127,98346.5716890593,361216.33951941715,0.12670565256098618,51135.651948404455,64910.410409616416,847.6894631410905,842605.6751959469,210.80192886535303,-2.7830537874251604e-10,-2.6921043172478676e-10,-8.973681057492891e-15,65255.133063735055,40513.25140085072,2050539.325157127,0.16303333333333334,648.4445464698484,-239.2573995110096,74672.31250739306,44285.76136298994,1083153.712706457,1166306.9712472975
9t6n_Counting2,4.665707820095122e-09,2.5005391990051047,42.87938417096381,22.505282020532146,885.0522857770553,2438.4241901129653,34.635860267475145,1245.913895071235,33.269825543774836,380.27369248357115,68578.46546853567,560598.5428133179,30.24985538858214,96803.18677751686,1798.5295953321165,2237.8129737521267,888.433148819756,273304.55405044794,66496.2624260474,1135.8110166116344,36.46829638963827,128843.26084305542,68776.79307020694,71003.85122938488,77283.37678418921,2487.8132940800497,41994.99932967651,126153.92065659256,23685.101134749417,-343.20280312273053,20823.495054280647,83609.13982841511,151092.0374131068,80922.94464184168,1167.4501710015563,30.585404763723197,2182218.446952775,8679.618860615381,80.21537113182092,1853.774134619215,247433.11050546065,94289.19355650757,20606.832848934406,911721.8841710795,19329.734523880325,55.0,56571.04366380044,925.7260575012525,92.04215686391466,942584.0490925229,1037294.8686267807,-554.8450621357424,143029.7077277795,10934.592837350394,1846625.9636510033,1574916.2052293988,142137.04624548263,123.98436936291135,1119179.053169789,160131.2356505327,2560853.330366016,85.36462316630607,85.36462316630607,541412.5434530068,32780.069517678756,16595.483028575898,115605.91454437566,405592.67581277224,562704.3653183379,32882.22661105974,73626.06680661548,2.723767141812761,40669.93606550521,17715.515210298145,33131.9510367058,1206312.3564989623,313.83010036929403,-156.27686964716526,164.6303722879974,1259.197851643781,1432198.9745852994,72467.68575773251,-297.9544702397025,125666.08657167919,344653.94832312275,35125.4898844371,43769.53982431921,841403.9020100879,0.13156836340040784,47347.934764623074,80980.16261910522,-491.995295059061,764371.0192472942,203.05315479041118,4.665707820095122e-09,4.598405212163925e-09,1.532801737387975e-13,60364.8323616969,17474.46426679953,492264.9806073222,0.16216666666666665,-507.86929114793224,-218.08419979859187,38852.59855199172,40916.71608946256,1014319.4947444706,3518455.987021613
9t6n_Counting3,2.6557245291769505e-10,2.8273002227727493,48.05669081306465,28.99858613363209,1453.3133451570204,3475.1094531158606,43.199412340233366,1616.9338411439373,39.82583953079371,614.493197052523,111598.6491373096,576444.9958786138,40.0927737407157,80686.98295466855,3001.0130079871883,2946.5679805430664,1401.5602885175174,48898.077485721406,61689.90566609826,1365.2066978429923,40.88430146494159,83022.00773819054,29312.039703999322,87524.82146296027,61087.0116891731,2919.334927003596,45110.7447508371,187813.2173715849,117623.66760845968,-361.37902990336426,37809.279679720305,31304.246514595674,146752.49685264853,170506.82630231307,1253.3287433136607,41.32628740669812,1067803.620639784,57791.63978351314,87.34519891861866,3040.1053019673664,386872.94677549624,73633.72116886925,38200.140333947966,327569.8870346641,11076.209257655455,50.0,26353.955267360532,1339.1450815537444,99.86234821233995,1150848.37348151,987007.5612906388,-537.7501883254549,212082.5134194286,50732.87909096694,925813.5914417483,1556505.5444314263,33898.69185455729,131.379470153564,1907476.8475917168,322173.6390628538,2875398.3084930517,95.84980527661094,95.84980527661094,720475.8055395767,5708.698134477638,39212.72675999026,65041.826369244925,357183.76438313915,1102415.7754300155,30929.806326013706,54203.168168264485,2.627129689869526,48650.43868042417,29074.58320871925,13683.915878562872,1171261.4092778072,311.3684730820636,-147.400925766429,162.9058861416745,1209.2220958612634,1158061.0086116556,163859.98404508297,-293.0431327816112,308587.82051843655,637334.8949584725,28220.16529707095,30455.706059340206,872090.1497055942,0.11867721214390407,47978.54403940624,311783.0124453422,398.22432330154896,759041.0496482013,206.97101070194935,2.6557245291769505e-10,4.147295840084553e-10,1.3824319466948509e-14,61384.660210202666,32093.207681227377,1426331.694963294,0.17076666666666668,319.793853483216,-242.85313118767687,8548.163896571303,40354.90712163864,1428423.9786305698,1174027.020778521
9t6n_Math,1.0586518328636885e-09,2.3539561466168113,39.67942427005764,19.82297706371302,697.9270054100261,1849.2886533283026,30.46688186379298,926.359089363272,28.838694031183326,306.0398740228994,100524.68979961898,564844.211668079,27.28680694159165,124971.68522453081,1452.286455331182,1693.590180713222,711.5745807545187,216374.04297596193,90292.30080172836,866.0393740105654,31.28969177517121,82397.94658668594,97296.09001264234,109934.65540468857,77089.15951696213,1884.8711792914942,29693.85029097294,171487.54980393616,39208.04487731865,-306.33945056047276,79554.33816260482,101768.23676306098,88378.90142778955,42993.25622579333,912.3207612990968,27.796588455483633,884636.1861875022,86481.45251067413,75.42359160435213,1508.9321042754752,58563.56054701076,57484.95382831734,6637.742953604395,1081339.7477229729,67565.75073469529,42.0,207368.61627285086,740.8544978736228,87.82868368663397,898834.7735888675,260424.7024320633,-508.5250808075059,176206.89025290415,57975.064708036094,2403465.9142101496,2146485.0287804506,102332.83618927181,119.91096921614005,941645.082530521,506598.3140087795,2465854.791690829,82.19789965301608,82.19789965301608,1165061.3479153486,66227.4602247881,60490.09441221224,124290.52239816826,640549.3997253968,229829.37987275413,35596.85075714841,26982.26842822866,2.1383927052049065,111796.4478237325,58940.85368525079,61482.4291206887,729555.8267716732,291.37060092635255,-145.9483720758505,149.30496281551692,1203.0211977975705,711079.7810918711,54092.6952073952,-286.4209124761015,241996.42671080303,673662.4160781824,95510.81299472472,83299.80855861338,1224945.979375632,0.11928133300900896,46034.46217231396,65645.92978202945,-1664.3823401815973,493819.3676036629,201.10900187614646,1.0586518328636885e-09,1.0841176845133305e-09,3.613725615044435e-14,58976.238037192605,50933.897087914556,725189.9236041299,0.1576,-1425.3836202425493,-207.79410175676054,47418.40274965606,40349.804042494514,363760.4332811875,955844.9878782117
9t6n_Reading,5.29871613252908e-09,4.177216891798345,56.00735527139425,24.645429367932284,1015.0126915462214,1948.4017161190648,32.20800085815752,916.6382653199589,31.08715328718016,407.8054225712646,283348.57577401435,753692.221912272,29.76862753339916,125302.0877847602,1673.7753735721653,1734.3946105016921,791.2399170733476,116357.19837028316,145470.7234366884,770.7822522329094,30.945334435479943,60072.845057265324,242851.9324124915,303700.82730699854,204604.51768702237,1659.2459930342927,398692.4474317251,304522.5166911998,386187.6578671725,-329.19436923056793,264074.3734121016,127749.72501159906,525889.2148349923,517344.5191381934,704.8794694645869,28.077831754802954,519195.5172780793,124586.79387850456,79.71878413042948,1446.7408080048515,370499.2283243201,172645.79389209228,147374.1149145844,1533192.3492522577,157102.56477313398,48.0,236709.29849381305,659.9044716393967,94.26336181061481,1277681.1180122525,482611.1229814873,-478.48192123365254,484569.26684385195,118720.62569897262,1272071.6048985352,1381819.1013886784,263111.3502810608,126.31879917502889,476501.57118076825,678700.0200643432,2713170.0415236433,90.44201611799204,90.44201611799204,1043140.9386696338,126036.6125728533,239540.9301957464,243601.78094024377,936312.8932515738,1614662.6082360772,104326.47374642146,147505.66799187235,1.2362441852509023,195532.31598075508,103682.29007625619,185054.90123932756,1058652.0311257462,358.44669419625137,-142.10560085469768,189.84332131405765,1399.3810236379786,1342060.9057712373,161707.77863492616,-305.79667626917916,241850.08691949875,794725.8201752522,189258.84243691375,233365.9573736752,289006.9980589609,0.11705567877643115,49638.50176801359,432892.1404269921,1678.5939227559065,580355.9137736647,211.68297622916145,-5.29871613252908e-09,-5.4424162954092026e-09,-1.8141387651364007e-13,64999.29633187317,143219.5922337754,598836.4643115958,0.15336666666666668,802.9432250935304,-234.5620731975732,176844.9986217798,43290.75323508669,1540236.0858521995,670317.8249788885
9t6n_Relax,65046.60673945653,4.960904882019145,55.44411789753175,17.737240080763453,601.5554811264057,1550.8565467009255,26.781843781224563,837.0316819008443,26.444392513121347,288.4722688082886,60057.911628993,1012048.706322466,23.04067163944787,41708.99131859714,1122.2248692999142,1537.2531180298533,592.8047224300883,261508.48786504517,131034.43779728113,842.9486792666403,29.13062969569965,46387.425140529456,159925.94291803084,82451.7495960392,158031.6211779212,1858.5614216964038,127934.16922960723,53967.6107633344,92729.09975878816,-282.8500035165091,101133.41568657814,89378.08703633556,176842.34412544992,108662.90581020249,1023.3724085179638,20.272268751364983,202049.75121726084,81430.6502654761,74.40653421199112,769.9892242108282,127402.74472108459,94778.0145825506,45902.69494161733,311275.724267743,39242.108625447625,87.0,68672.96163794382,360.73585608172704,87.31482251701321,345879.26534548955,82180.04962343292,-536.8786644124089,219571.03056882374,56729.38305593154,706647.1227367495,581973.6080543449,115479.74645118475,119.73418598000825,286832.7367431599,571439.6648021038,2466004.080643588,82.20287611732351,82.20287611732351,192006.14789332938,63480.656144302804,93225.07387287928,232777.08916296522,155978.1857721183,188697.4799255637,61805.115165003976,34729.45178039554,1.3082477588239738,55491.43215979843,60174.64837471431,66394.55559232661,255456.9709741331,295.2896404863678,-151.35677429967683,148.45831079824367,1242.4492622579355,281089.80381351185,115084.50460698869,-301.3570924931137,410234.1703946911,144577.32235747023,65170.38874189213,59645.27293489914,1128627.4518766978,0.13119809779053765,52166.37352202342,178851.5963316401,-104.37499753778671,141050.54770021734,211.50171833708154,65046.60673945653,65046.606739456605,2.1682202246485534,66727.58317869733,88638.98483050796,645936.6773946566,0.14816666666666667,-96.08344862654923,-190.41340516164053,69951.30046476908,46634.844498485516,1027729.5550096252,112262.6041833252
9t6n_Speaking,1.5370460459962487e-09,2.394676117340229,35.86268555123748,23.330051304955372,933.0986933483979,1989.881260221263,31.90910239541355,979.0846193974235,31.609875882941747,390.4036715386378,483937.85693866556,585481.6540238434,28.24294290659982,211563.70688081087,1525.187532595574,1932.2288496690312,731.7216450271517,435684.9604686211,830784.0144302086,939.6217450734646,34.46490387857734,840124.9841047033,180650.6634600374,739214.4575423573,300694.93643234286,2236.8311637654224,348667.2109936701,1053936.4652503594,1135218.3884104996,-330.5481173422162,554695.4584790396,343765.58463131014,400307.90465498134,285834.8194500837,1060.971543382619,27.468181185274027,2086182.1178732254,500651.8250033007,75.95500098472787,1441.3438929201527,981609.0807226773,505202.27084773994,446828.30682037823,2344826.4641645127,196235.74491092825,66.0,872117.7098954261,690.3204354574148,87.13453303282347,1325802.8355250133,1082870.548185779,-546.0028825253655,712762.6423453134,43958.138617513636,1586745.039860739,1308568.436817071,431202.9212886664,117.13398650389182,1379123.1652981478,1223534.2500072112,2499288.9182598656,83.31240768891848,83.31240768891848,954246.7221648874,63951.4907130614,235281.87867535924,1378623.2027627693,2134831.1838167207,960804.7105725138,138487.14492728948,358428.89310769533,1.8648110264323963,264031.3620242466,119683.24653480588,85202.47698988154,1312208.6681329363,330.57252648973395,-165.80660214787846,168.69683415925704,1370.6108440117107,3380834.262053493,530176.636693196,-314.1662256381513,1322917.9198066187,1877860.2809871538,86404.78815594854,29504.107104543287,2035369.0110634025,0.17826195964195618,43423.81622027249,90399.88052792494,-588.8364489333542,1784622.7315585641,195.99615133299682,-1.5370460459962487e-09,-1.4806573744863272e-09,-4.9355245816210904e-14,54686.103317690024,132848.32905857806,1886492.669672084,0.16236666666666666,-515.8445905309044,-207.14940328442486,40842.495833862115,37658.51263394545,1836625.7531797958,1317819.957160172
9t6n_Stroop,2.455635694786906e-10,1.3309700253194123,28.2433531335185,23.21611052070704,919.7671693268351,2163.4800395115817,33.3894313614854,1055.6881113866173,31.898200426048295,381.70016604777516,102508.66025332162,503130.0224020651,30.08628397595216,78189.2387545365,1726.6228901643276,1919.1012004823358,826.449642950206,338265.83963225526,19577.593744516395,906.2465281675284,33.36246669782676,194909.07032668055,164812.94590583813,44286.44605442383,137597.60390372638,1974.1370661012159,166638.31957257097,107487.14147273386,124618.31947259449,-328.15617553299614,85335.3690259983,58835.165662619715,38992.63556371817,46818.66642348463,867.5038424987875,30.43584225622161,1144017.9878987842,52240.74315316052,80.21458018299502,1765.6887327462039,104529.40588521866,21496.719938821654,123954.36825366317,1764942.9339772027,146872.6749110559,60.0,48501.23791548362,844.3702283063386,93.5549575417963,518468.4570354427,799501.0275850744,-503.7422871291726,198933.44688777064,83383.39800219769,564484.5396865656,1583100.8360044125,91390.88379159168,126.62056983585175,749970.0109214295,811819.0393070236,2655070.5471501118,88.50530174839534,88.50530174839534,960873.5128606685,24511.742576383367,85859.1269720373,204312.9080869465,1241195.0906049774,1669503.8700308183,19502.958575082168,108221.6858009698,2.240979563882688,51997.828207778286,41245.97367088385,41295.48299909666,188413.37577268152,335.50996648944755,-160.00743008087392,165.61367217886365,1377.2843578114373,1086445.0723098586,268453.22133772355,-327.16230618112667,177851.10046325487,1118493.0306162226,37316.38424859122,45770.48204755119,559722.3566478648,0.12174057731489503,49541.64665489382,83015.05507762945,-325.8312595998967,974683.234505207,210.3285974708255,-2.455635694786906e-10,-2.4010660126805305e-10,-8.003553375601769e-15,64089.61248034444,86270.61275735947,981120.3204519368,0.16163333333333332,-269.72941094483974,-228.4094186929439,27281.893404754646,43113.15693817266,1378081.6436804428,2060202.4981264316
9t6n_Video1,47582.952482313325,5.258098117324617,43.33876078346515,56.206276464934994,4942.382712221844,9777.73609334245,77.33878469774695,3809.844281578953,73.00313602353339,1805.5525707017136,15434.720139467117,1901907.5996750102,72.37760449613087,37444.61682389737,8518.6314060318,8727.779947485988,3295.7967536990627,132813.4608530448,37684.840483078755,3413.770645213486,64.40905805408012,78642.71347107294,31618.281019791808,105331.45240328547,32448.924601149276,6607.585975307997,49938.50983683871,29951.082920684938,79654.83866558787,-379.943731841009,61608.44302425637,28315.164021040306,80088.9900365318,22642.827481335764,2486.0478707445427,65.52108997990022,240070.76134147824,33211.670139771675,112.7738288799134,6984.05015493972,5452.601580397616,27322.324330807754,14399.479525802759,346223.4331474533,71246.31708294756,45.0,46786.131222463584,2717.2690299924316,121.51934777412465,815734.5063922618,275102.9914131723,-546.0843985829017,179766.18355670036,28405.515772358587,616913.3836471353,817821.5732354866,17094.378677331133,143.33129392101623,395801.6874583921,1044100.3064467382,3555854.6130169444,118.53243818183753,118.53243818183753,517297.86494238663,23029.171096816375,10865.534585280031,162418.20179706064,428780.38345067884,448361.3977086696,20296.842621509055,7265.10796611352,5.121728927509923,20501.21692192922,30916.973598408626,6708.931935095136,458036.02273363847,448.6515441043136,-230.1367952114879,235.31542913011202,1334.9968429734836,1485457.1554746863,138391.67213647615,-437.86386642989186,158477.7251146255,210202.66824938968,9513.452184753218,34850.479361027006,671150.8411251254,0.108062627446217,43178.91315820946,181715.46268900964,12043.628390451311,589922.7166604291,203.01496954286384,47582.952482313325,47582.95248231335,1.5860984160771117,52744.10383675177,20512.46461040928,1794990.0366893858,0.19103333333333333,10376.571526888863,-244.7255726303393,6232.871967513774,30464.438942185145,627675.3303557279,119728.37823704354
9t6n_Video2,45683.359471003525,3.2977035533526378,43.29159433567962,16.56352730964451,537.6884337979556,2330.0601723864074,32.799743621852045,1259.8828993098134,30.191967357193178,264.18543516347165,656807.1711359837,676980.9082256097,27.771159748404905,56605.43873388426,1698.571600737877,2028.0444876916256,932.0605424528804,128065.12814797333,822725.3708752533,1120.5512074576463,36.574743568557324,994920.7444439592,200510.22584832273,961836.2954538722,121377.3683381568,2600.78608575057,215708.81924446562,1022863.992734621,1026571.9394686474,-298.3358645926678,186435.29900190522,162314.48686441872,953407.693510084,317605.3062819413,1271.7142214182172,31.787328870255205,2190356.315820386,222949.4419128181,73.89966927369596,2076.2493767040996,949933.189671951,211581.77459191738,175013.7881713247,4400522.60466882,274477.74031811417,52.0,957737.5679941601,1073.8102001418847,83.70423884869233,2091414.0740817853,3708396.1403306923,-519.1768339398715,688203.5670141082,82521.41063756688,3544658.8692767974,1132296.975725827,567182.5838422038,115.373035451673,1104610.055559012,3947711.1031613783,2423339.48793222,80.78067562026135,80.78067562026135,3304205.359156661,67470.03608550581,93998.6315796603,1087162.1365893113,2664306.4981589005,1624940.4807719355,12123.557491476085,167075.22791904307,2.827560811643995,189253.67854899503,28399.427682452286,16979.499717410738,2465711.595064629,376.4756634199058,-187.31407337607462,188.3334501128499,1526.722701986209,3540927.11076285,569859.5672372562,-371.00607460360936,1427209.435946686,3284881.201754932,72690.61750438254,44976.2275923054,1284669.1976801588,0.24654081522926083,37634.27698599471,331918.01680892514,-90.14541067596456,3295195.1913038683,184.60433571479047,45683.359471003525,45683.359471003496,1.5227786490334498,47402.10160098314,90859.28119430144,3804780.9733886663,0.12293333333333334,30.378742163610895,-175.213697616444,54478.73996054541,32175.807245672244,1604599.280749898,2611640.9867426143
9txq_Breathing,75683.01359676739,6.8270451929572395,104.7266457197967,14.402582686301104,409.844683500917,1356.9011313821338,19.85178686208455,963.6942656613065,20.012654446967858,202.43217963443732,75702.50026653704,482324.7477638442,16.083277187865555,58740.915452310175,609.3446376485955,1175.4239084395722,350.99823964098607,12250.763416799333,11719.517892274882,776.8604215990014,21.583474956625402,101278.41620729312,76520.9956829828,65271.964029091265,56655.80473126994,1319.3786280305194,76216.66292366493,160617.93320606722,201933.8514839713,-189.5208123598521,40512.88565374313,31843.20984892342,288150.49755180685,63430.68363192766,856.4461286843768,14.280831411272219,357750.93598001276,23320.755292933645,44.87050830975666,429.802476895275,218794.5004810697,54801.10520188963,59356.09086792152,365962.1133921628,6746.298259557369,64.0,112022.04618431492,225.87827190227142,50.450101135631336,182587.25179038267,565088.6444984702,-480.8578017262429,348504.92610161274,30825.79050983643,498878.54522996396,463591.55738613143,68071.55429076627,66.70655603065192,236862.9299453824,171901.95966387403,1347565.9215711795,44.92036139775258,44.92036139775258,704530.5420421938,27368.786923454765,39451.98838042898,117759.56168654084,673895.7269242095,199840.32264582676,30556.34367979756,41037.34514099379,-0.13394328716160675,36451.9642796206,36435.73613761171,16537.180126011797,496567.41448096087,172.32942075162475,-83.11541877341884,80.50804650266093,795.0602520678738,52958.68692806333,13273.632356130569,-177.08377907972752,704940.7935214266,1194508.366425074,17172.21233433159,32155.91197146761,382056.9056010086,0.12154714587488452,14301.129857990205,51122.992912910784,340.71011231171207,564956.8203007568,114.79310678407221,-75683.01359676739,-75683.01359676733,-2.522767119892244,17937.1379008803,21526.18550572716,495528.3404790873,0.14926666666666666,293.25182635128726,-88.29884590607132,28900.074243106075,12287.839283710327,742882.8951996473,334666.50095397315
